Seed:5556629163052948353
64, 1, 2183,1.971625e-08
23, 8, 957,1.966598e-08
74, 1, 3089,2.079962e-08
87, 1, 2048,2.195310e-08
1, 1, 1088,2.076810e-08
69, 1, 3214,1.964356e-08
154, 2, 3223,2.121335e-08
156, 1, 2225,2.158478e-08
19, 11, 513,2.173836e-08
139, 2, 1833,2.034298e-08
32, 5, 4981,1.944167e-08
144, 1, 4124,2.134956e-08
43, 11, 1790,2.123647e-08
110, 1, 3219,2.167923e-08
227, 8, 1002,1.982133e-08
157, 1, 3401,1.918438e-08
68, 1, 2543,1.980643e-08
40, 6, 2405,2.184498e-08
80, 1, 551,2.080281e-08
122, 1, 172,2.031671e-08
33, 7, 4386,2.089766e-08
165, 2, 255,1.872551e-08
186, 2, 4013,2.083086e-08
135, 2, 4585,2.027877e-08
41, 6, 4491,2.142370e-08
9, 12, 1896,2.144425e-08
41, 7, 3381,2.204897e-08
6, 4, 2159,2.033468e-08
148, 3, 796,1.960335e-08
69, 1, 1030,1.985407e-08
106, 3, 451,2.203482e-08
94, 3, 2026,1.931697e-08
136, 2, 2498,2.184148e-08
148, 2, 2801,2.152415e-08
63, 1, 3109,2.181247e-08
97, 1, 1595,2.018919e-08
169, 1, 1782,1.956943e-08
46, 12, 2865,1.969583e-08
115, 2, 815,2.140842e-08
141, 2, 1201,2.061683e-08
43, 6, 4650,1.933611e-08
82, 1, 4582,1.891918e-08
72, 1, 2794,2.074863e-08
5, 12, 1736,1.972328e-08
10, 12, 3196,2.060925e-08
217, 7, 4281,1.868694e-08
165, 1, 3476,2.107170e-08
236, 9, 2524,1.938776e-08
56, 1, 3007,2.071355e-08
91, 1, 622,2.001793e-08
210, 2, 1544,2.041050e-08
61, 1, 1784,1.905252e-08
4, 1, 2199,2.067248e-08
125, 2, 4810,1.903941e-08
146, 2, 757,2.179026e-08
56, 1, 1007,2.126998e-08
121, 3, 629,2.119703e-08
101, 2, 716,1.994140e-08
244, 4, 3023,1.893146e-08
163, 2, 2703,1.877034e-08
50, 1, 2479,2.142769e-08
57, 1, 1235,1.989704e-08
80, 1, 1762,2.060041e-08
58, 1, 966,2.048624e-08
169, 1, 1801,2.065267e-08
169, 1, 736,2.139666e-08
227, 10, 1247,1.960973e-08
187, 1, 4703,2.017888e-08
192, 2, 2118,2.129965e-08
19, 9, 3439,1.914107e-08
68, 1, 4894,1.895097e-08
145, 2, 4919,2.140676e-08
28, 8, 1877,1.892853e-08
155, 2, 2099,2.142282e-08
97, 3, 1476,2.198067e-08
240, 6, 2344,2.141375e-08
177, 1, 4327,2.094475e-08
110, 4, 1723,1.993359e-08
25, 7, 304,2.055315e-08
194, 1, 3119,2.190141e-08
161, 1, 440,2.168448e-08
240, 2, 4007,1.879131e-08
232, 2, 4133,2.113983e-08
167, 2, 1888,1.990459e-08
116, 2, 2106,2.008539e-08
73, 1, 4939,2.146943e-08
44, 7, 2042,1.874157e-08
110, 2, 435,1.965608e-08
238, 7, 4827,2.080947e-08
125, 1, 225,2.112341e-08
86, 1, 1637,2.041642e-08
137, 2, 4818,2.100244e-08
203, 1, 4299,2.053031e-08
180, 2, 686,1.881132e-08
39, 10, 2516,2.150105e-08
97, 2, 2522,1.924792e-08
242, 4, 4157,1.992548e-08
141, 4, 2183,2.120549e-08
21, 2, 743,1.881871e-08
174, 1, 2037,2.008640e-08
1, 1, 4775,2.019996e-08
38, 6, 2354,2.177025e-08
228, 8, 1094,2.166726e-08
188, 2, 4331,2.165136e-08
212, 12, 1202,1.954720e-08
175, 1, 2045,1.993374e-08
203, 11, 459,2.164213e-08
240, 3, 2592,1.907422e-08
41, 1, 913,2.015638e-08
75, 1, 1224,1.957781e-08
78, 1, 3307,1.951876e-08
94, 3, 3921,2.035721e-08
198, 9, 1105,1.880181e-08
150, 3, 3415,1.899805e-08
161, 3, 4097,2.020313e-08
209, 1, 1776,2.105733e-08
93, 1, 1206,2.036003e-08
26, 8, 4449,2.123483e-08
141, 3, 1298,2.203422e-08
68, 1, 1387,2.134300e-08
233, 2, 2205,2.008002e-08
45, 5, 2316,1.964602e-08
9, 5, 625,2.038924e-08
150, 1, 3675,2.137068e-08
44, 11, 2443,1.958305e-08
223, 5, 4719,2.127427e-08
101, 3, 4953,2.138731e-08
202, 2, 4136,1.915288e-08
109, 4, 1783,2.080545e-08
178, 1, 2554,2.048700e-08
245, 5, 1499,2.127270e-08
48, 3, 989,2.163060e-08
29, 4, 4737,1.917970e-08
113, 2, 1814,2.185646e-08
43, 8, 330,1.954878e-08
64, 1, 2400,2.009496e-08
102, 1, 4932,2.179609e-08
144, 1, 1160,1.993686e-08
46, 3, 3932,2.076249e-08
